,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
1439,Robin Roberts Presents: Mahalia,History-Drama-TV Movie,en,Lifetime-Front Street Pictures-Lincoln Square Productions-Rock’n Robin Productions,0,0,106,Released,2021,The true story of Mahalia Jackson who began singing at an early age and went on to become one of the most revered gospel figures in U.S. history melding her music with the civil rights movement.,1,,
1440,Left for Dead: The Ashley Reeves Story,Drama-TV Movie,en,Cineflix Productions,0,0,87,Released,2021,17-year-old Ashley Reeves is left for dead in the woods following a brutal attack. After spending 30 horrific hours in the cold gravely wounded lying in the dirt and paralyzed the police find her alive.,1,,
1441,My Mom's Darkest Secrets,Drama-TV Movie,en,Reel One Entertainment-NB Thrilling Films 6,0,0,85,Released,2021,When 21-year-old Ashley Beck-Ford finds her biological mother Sara Hillman online she is shocked and thrilled… But building a relationship with her long-lost mother proves to be more dangerous than Ashley could have ever imagined. Soon after meeting her Sara’s husband is murdered. Ashley soon finds herself caught in a web of lies and deceit in which she isn’t sure if her mother is innocent or guilty of that murder,1,,
1445,Christmas à la Carte,TV Movie-Comedy-Romance,en,Reel One Entertainment-Champlain Media-CME Autum Productions,0,0,85,Released,2021,When food correspondent Carly gets a shot at her own show she is sent to Angel Heights to help Grant open his diner and film it as a Holiday special for her TV show. Will Grant and Carly open their hearts too?,1,,
1447,Actual People,Drama,en,Rooster Films-Modern Pleasures (US),0,0,84,Released,2021,An aimless girl in her final week of college goes to great lengths to win the affections of a boy from her hometown Philadelphia and ends up having to confront anxieties about her love life family and future. A mumblecore for people of color.,1,90,
1449,You May Kiss the Bridesmaid,Comedy-Romance-TV Movie,en,Incendo Productions,0,0,90,Released,2021,Food influencer Scarlett Bailey is presented with the opportunity of a lifetime to work as a pastry chef in one of NYC's top restaurants. Her life gets put on hold when she returns to her hometown for her sister Maddie's wedding. Scarlett learns that her parents have sold the family home a B&B to her childhood flame Liam Perry and that Maddie has lost her wedding venue days before the nuptials. Scarlett suggests they host the event at the B&B and works with Liam to pull off the wedding of Maddie's dreams trying to put their history behind them. As her dream job in NYC becomes a firm offer Scarlett is forced to make a decision. She has been falling back in love with Liam and with her childhood home. With the countdown to the wedding day on will Liam Perry get to kiss the bridesmaid?,1,,
1450,All for Her,Drama,en,MarVista Entertainment-Benattar/Thomas Productions-Headlong Entertainment-AFH Films,0,0,82,Released,2021,When a woman finally becomes pregnant but is diagnosed with a deadly condition she must lean on her family to save her unborn child.,1,,
1452,New York Ninja,Action-Crime,en,Vinegar Syndrome,0,0,92,Released,2021,After his wife is murdered a man becomes a ninja to take revenge on her killers across the streets of New York in this film that was originally abandoned in 1984 until it was discovered and completed by Vinegar Syndrome.,1,96,
1453,Sweetheart,Comedy-Drama-Romance,en,BBC Film-BFI-Microwave Films-Hazey Jane Films-SUMS Film and Media,0,0,103,Released,2021,A socially awkward environmentally-conscious teenager named AJ is dragged to a coastal holiday park by her painfully 'normal' family where she becomes unexpectedly captivated by a chlorine smelling sun-loving lifeguard named Isla.,1,93,50
1454,An Ice Wine Christmas,TV Movie-Comedy-Romance,en,Cineflix Productions-Wishing Floor Films,0,0,84,Released,2021,A big-city sommelier Camila returns to her hometown and family-run business for the annual ice wine harvest that coincides with the holidays. But the visit is upended when the owner of the vineyard—her beloved godfather—announces they’ve hired a consultant named Declan Monroe to oversee the switch from old world methods to modern technology.,1,,
1457,Sweet Navidad,Romance-TV Movie,en,MarVista Entertainment-The Ninth House,0,0,88,Released,2021,A pastry chef dreams of opening her own dessert shop; she is paired with another chef for a grand event during which they must learn from one another and eventually come together to create a menu in time for Christmas.,1,,
1458,Holler,Drama,en,Level Forward-Hunting Lane Films-Feigco Entertainment-IFC Films,0,0,91,Released,2021,In a forgotten pocket of Southern Ohio where American manufacturing and opportunity are drying up a determined young woman finds a ticket out when she is accepted to college. Alongside her older brother Ruth Avery joins a dangerous scrap metal crew in order to pay her way. Together they spend one brutal winter working the scrap yards during the day and stealing valuable metal from the once thriving factories by night. With her goal in sight Ruth finds that the ultimate cost of an education for a girl like her may be more than she bargained for and she soon finds herself torn between a promising future and the family she would leave behind.,1,92,75
1462,A Country Romance,TV Movie-Comedy-Romance-Family,en,Reel One Entertainment-Almost Never Films,0,0,85,Released,2021,When Sarah Kress learns her family’s vineyard is up for sale she leaves her busy urban life and visits her hometown to help with the sale and have her last harvest. With the help of handsome neighbor Gabe huge challenge becomes fun as she and Gabe fall in love. But when the job is done Sarah must decide whether to return to her fast-paced life or follow her heart.,1,,
1463,The Girl Who Got Away,Horror-Thriller-Mystery,en,Boy Wonder Films-Lords Of Magic,0,0,117,Released,2021,A female serial killer who killed four young girls is sent away to prison but a fifth victim escaped with her life. Twenty years later the killer escapes and begins hunting for the one who got away.,1,,95
1464,Snowkissed,Romance-TV Movie,en,Lighthouse Pictures-Reel One Entertainment-Cartel Pictures-The Cartel,0,0,84,Released,2021,A travel-averse journalist chases her dream assignment where she unwillingly finds herself mentoring a handsome B&B owner who wants to be a tour guide.,1,,
1469,The Housewives of the North Pole,Comedy-TV Movie,en,Motion Picture Corporation of America-Brad Krevoy Television-Pace Pictures,0,0,84,Released,2021,The Christmas Queens of North Pole Vermont Trish and Diana have won the Best Holiday House decorating competition every year for the past nine years. But days before Christmas a friendship-ending argument sparks a town-wide feud and draws the attention of a national magazine writer hoping to make a name for herself with her scintillating expose.,1,,60
1470,Infinitum: Subject Unknown,Science Fiction-Thriller-Mystery,en,Gravitas Ventures-High Octane Pictures-Fizz and Ginger Films,0,0,86,Released,2021,Jane is the subject of a twisted science experiment where she is placed in a parallel world and is forced to find a way to either alter her reality or be stuck in a time-loop destined to repeat the same test over and over again with no memory of her doing it before. But with each 'reset' she starts to retain fragments of memory. With clues pointing to the mysterious Wytness Quantum Research Centre she tries to find a way out.  (The film was shot entirely on an iPhone during the UK’s first lockdown.),1,,
1472,Hot Chocolate Holiday,Romance-Comedy-TV Movie,en,Candlelight Media Group-Silver Peak Productions-SunWorld Pictures,0,0,88,Released,2021,Colette runs a coffee shop that is known for her secret and famous hot chocolate. When Marcus a new dessert shop owner starts to draw in Colette's customers with his very own specialty hot chocolate that tastes exactly like the recipe from her beloved grandmother she is determined to expose him. But as she gets to know Marcus sparks fly between the cocoa connoisseurs.,1,,
1475,My Favorite Christmas Melody,TV Movie-Comedy-Romance,en,Champlain Media,0,0,85,Released,2021,Once a promising singer-songwriter Abby now finds herself writing uninspired jingles for commercials. As she heads home for the holidays she's enlisted by the local high school music teacher to help save the school arts program. In the process Abby rediscovers her voice and regains the confidence to go after her dreams and lets the possibility of love in too.,1,,
1479,Miracle in Motor City,TV Movie-Drama,en,Cineflix Productions,0,0,85,Released,2021,Amber Dupont bites off more than she can chew when she takes charge of her church's annual Christmas pageant and inadvertently promises to deliver a special performance by Motown legend Smokey Robinson. When her best friends secretly enlist Amber's former flame Eddie to help the pair reconnect in a quest to find Smokey and convince him to appear. With the clock ticking family friends and superstar Smokey Robinson come together to stage the most special pageant yet.,1,,
